date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:03:29	134148/134148	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:28%20GMT	https://nuvei.com/company/press-releases/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/index.html	(from https://nuvei.com/)
19:03:29	132637/132637	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:28%20GMT	https://nuvei.com/insights/articles/	C:/My%20Web%20Sites/nuvei/nuvei.com/insights/articles/index.html	(from https://nuvei.com/)
19:03:31	89460/89460	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:31%20GMT	https://nuvei.com/resources/	C:/My%20Web%20Sites/nuvei/nuvei.com/resources/index.html	(from https://nuvei.com/)
19:03:31	83635/83635	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:31%20GMT	https://nuvei.com/company/reviews/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/reviews/index.html	(from https://nuvei.com/)
19:03:31	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/steam.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/steam.svg	(from https://nuvei.com/)
19:03:31	84564/84564	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:31%20GMT	https://nuvei.com/insights/faq/	C:/My%20Web%20Sites/nuvei/nuvei.com/insights/faq/index.html	(from https://nuvei.com/)
19:03:32	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/snow.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/snow.svg	(from https://nuvei.com/)
19:03:34	99706/99706	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:34%20GMT	https://nuvei.com/company/about/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/about/index.html	(from https://nuvei.com/)
19:03:34	83308/83308	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:34%20GMT	https://nuvei.com/company/code-of-conduct/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/code-of-conduct/index.html	(from https://nuvei.com/)
19:03:34	220294/220294	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c86%22	https://nuvei.com/wp-content/uploads/2021/07/rinascente.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/rinascente.svg	(from https://nuvei.com/)
19:03:34	131815/131815	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:34%20GMT	https://nuvei.com/company/careers/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/careers/index.html	(from https://nuvei.com/)
19:03:35	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/razer.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/razer.svg	(from https://nuvei.com/)
19:03:35	95130/95130	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:36%20GMT	https://nuvei.com/company/events/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/events/index.html	(from https://nuvei.com/)
19:03:37	104857/104857	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:37%20GMT	https://nuvei.com/covid19-resources/	C:/My%20Web%20Sites/nuvei/nuvei.com/covid19-resources/index.html	(from https://nuvei.com/)
19:03:37	97314/97314	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:37%20GMT	https://nuvei.com/company/compliance-security/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/compliance-security/index.html	(from https://nuvei.com/)
19:03:37	96242/96242	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:37%20GMT	https://nuvei.com/contact/merchant-sales-inquiries/	C:/My%20Web%20Sites/nuvei/nuvei.com/contact/merchant-sales-inquiries/index.html	(from https://nuvei.com/)
19:03:37	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/PetMeds.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/PetMeds.svg	(from https://nuvei.com/)
19:03:38	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/monschino.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/monschino.svg	(from https://nuvei.com/)
19:03:38	96949/96949	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:39%20GMT	https://nuvei.com/contact/customer-support/	C:/My%20Web%20Sites/nuvei/nuvei.com/contact/customer-support/index.html	(from https://nuvei.com/)
19:03:40	101142/101142	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:40%20GMT	https://nuvei.com/contact/code-of-conduct-resolution/	C:/My%20Web%20Sites/nuvei/nuvei.com/contact/code-of-conduct-resolution/index.html	(from https://nuvei.com/)
19:03:40	97203/97203	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:40%20GMT	https://nuvei.com/contact/integration-assistance/	C:/My%20Web%20Sites/nuvei/nuvei.com/contact/integration-assistance/index.html	(from https://nuvei.com/)
19:03:40	94519/94519	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:40%20GMT	https://nuvei.com/contact/office-of-the-ceo/	C:/My%20Web%20Sites/nuvei/nuvei.com/contact/office-of-the-ceo/index.html	(from https://nuvei.com/)
19:03:40	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/missoni.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/missoni.svg	(from https://nuvei.com/)
19:03:40	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/lexus.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/lexus.svg	(from https://nuvei.com/)
19:03:41	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/level.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/level.svg	(from https://nuvei.com/)
19:03:41	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/lastminute.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/lastminute.svg	(from https://nuvei.com/)
19:03:41	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/ladbrokes.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/ladbrokes.svg	(from https://nuvei.com/)
19:03:42	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/kiwi.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/kiwi.svg	(from https://nuvei.com/)
19:03:42	220255/220255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c5f%22	https://nuvei.com/wp-content/uploads/2021/07/intimissimi.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/intimissimi.svg	(from https://nuvei.com/)
19:03:42	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/goodwill.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/goodwill.svg	(from https://nuvei.com/)
19:03:42	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/goglobaltravel.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/goglobaltravel.svg	(from https://nuvei.com/)
19:03:43	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/gieco_boat.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/gieco_boat.svg	(from https://nuvei.com/)
19:03:43	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/gett.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/gett.svg	(from https://nuvei.com/)
19:03:43	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/garneau.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/garneau.svg	(from https://nuvei.com/)
19:03:44	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/feg.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/feg.svg	(from https://nuvei.com/)
19:03:44	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/faundel.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/faundel.svg	(from https://nuvei.com/)
19:03:44	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/everything5pounds.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/everything5pounds.svg	(from https://nuvei.com/)
19:03:44	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/eprice.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/eprice.svg	(from https://nuvei.com/)
19:03:45	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/entain.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/entain.svg	(from https://nuvei.com/)
19:03:45	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/elal.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/elal.svg	(from https://nuvei.com/)
19:03:45	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/draftkings.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/draftkings.svg	(from https://nuvei.com/)
19:03:46	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/dhgate.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/dhgate.svg	(from https://nuvei.com/)
19:03:46	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/caliente.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/caliente.svg	(from https://nuvei.com/)
19:03:46	220282/220282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c7a%22	https://nuvei.com/wp-content/uploads/2021/07/bumble.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/bumble.svg	(from https://nuvei.com/)
19:03:46	365300/365300	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592f4%22	https://nuvei.com/wp-content/uploads/2021/07/caesars.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/caesars.svg	(from https://nuvei.com/)
19:03:47	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/toyota-1.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/toyota-1.svg	(from https://nuvei.com/)
19:03:47	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/betway.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/betway.svg	(from https://nuvei.com/)
19:03:47	220299/220299	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-35c8b%22	https://nuvei.com/wp-content/uploads/2021/07/bettsson.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/bettsson.svg	(from https://nuvei.com/)
19:03:48	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/bet365.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/bet365.svg	(from https://nuvei.com/)
19:03:48	365301/365301	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592f5%22	https://nuvei.com/wp-content/uploads/2021/07/bershka.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/bershka.svg	(from https://nuvei.com/)
19:03:48	365300/365300	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592f4%22	https://nuvei.com/wp-content/uploads/2021/07/audi.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/audi.svg	(from https://nuvei.com/)
19:03:49	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/airbaltic.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/airbaltic.svg	(from https://nuvei.com/)
19:03:49	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/aetna.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/aetna.svg	(from https://nuvei.com/)
19:03:49	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/abercrombie_kent.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/abercrombie_kent.svg	(from https://nuvei.com/)
19:03:49	365289/365289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612f0b63-592e9%22	https://nuvei.com/wp-content/uploads/2021/07/888_holdings.svg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/07/888_holdings.svg	(from https://nuvei.com/)
19:03:49	54795/54795	---M--	200	added ('OK')	image/png	etag:%22612f0b6a-d60b%22	https://nuvei.com/wp-content/uploads/2020/06/one-platform.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/06/one-platform.png	(from https://nuvei.com/)
19:03:50	66886/66886	---M--	200	added ('OK')	image/png	etag:%22612f0b69-10546%22	https://nuvei.com/wp-content/uploads/2020/06/cyber-monday.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/06/cyber-monday.png	(from https://nuvei.com/)
19:03:50	1095/1095	---M--	200	added ('OK')	image/png	etag:%22612f0b6a-447%22	https://nuvei.com/wp-content/uploads/2020/07/logo-gett.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/07/logo-gett.png	(from https://nuvei.com/)
19:03:50	197494/197494	---M--	200	added ('OK')	image/png	etag:%22612f0b6a-30376%22	https://nuvei.com/wp-content/uploads/2020/06/gett.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/06/gett.png	(from https://nuvei.com/)
19:03:50	21833/21833	---M--	200	added ('OK')	image/png	etag:%2261366060-5549%22	https://nuvei.com/wp-content/uploads/2021/09/Nuvei-Paymentez-Feature.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/09/Nuvei-Paymentez-Feature.png	(from https://nuvei.com/)
19:03:51	111358/111358	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:52%20GMT	https://nuvei.com/company/press-releases/nuvei-acquires-paymentez-continues-latin-american-market-expansion/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-acquires-paymentez-continues-latin-american-market-expansion/index.html	(from https://nuvei.com/)
19:03:51	43759/43759	---M--	200	added ('OK')	image/png	etag:%22612f0b63-aaef%22	https://nuvei.com/wp-content/uploads/2021/08/Feature-image-Nuvei-Carousel-1.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/08/Feature-image-Nuvei-Carousel-1.png	(from https://nuvei.com/)
19:03:51	179036/179036	---M--	200	added ('OK')	image/png	etag:%22612fd749-2bb5c%22	https://nuvei.com/wp-content/uploads/2021/09/Nuvei-Simplex-Feature.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/09/Nuvei-Simplex-Feature.png	(from https://nuvei.com/)
19:03:53	99310/99310	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-183ee%22	https://nuvei.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/vendor/wp-polyfill.min89b1.js	(from https://nuvei.com/)
19:03:53	96195/96195	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:54%20GMT	https://nuvei.com/company/press-releases/nuvei-completes-acquisition-of-simplex/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-completes-acquisition-of-simplex/index.html	(from https://nuvei.com/)
19:03:54	108492/108492	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:54%20GMT	https://nuvei.com/company/press-releases/nuvei-powers-sports-betting-payments-for-carousel-group-in-the-united-states/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-powers-sports-betting-payments-for-carousel-group-in-the-united-states/index.html	(from https://nuvei.com/)
19:03:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:03:54%20GMT	https://nuvei.com/en-emea/login/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-emea/login/index.html	(from https://nuvei.com/)
19:03:54	7908/7908	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-1ee4%22	https://nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.js	(from https://nuvei.com/)
19:03:54	91936/91936	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:55%20GMT	https://nuvei.com/insights/	C:/My%20Web%20Sites/nuvei/nuvei.com/insights/index.html	(from https://nuvei.com/)
19:03:54	353/353	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-161%22	https://nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.42.0	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min2e00.js	(from https://nuvei.com/)
19:03:55	88495/88495	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:56%20GMT	https://nuvei.com/terms/	C:/My%20Web%20Sites/nuvei/nuvei.com/terms/index.html	(from https://nuvei.com/)
19:03:55	99713/99713	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:56%20GMT	https://nuvei.com/privacy-notice/	C:/My%20Web%20Sites/nuvei/nuvei.com/privacy-notice/index.html	(from https://nuvei.com/)
19:03:55	94150/94150	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:56%20GMT	https://nuvei.com/cookies-policy/	C:/My%20Web%20Sites/nuvei/nuvei.com/cookies-policy/index.html	(from https://nuvei.com/)
19:03:55	867/867	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-363%22	https://nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?ver=3.42.0	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min2e00.js	(from https://nuvei.com/)
19:03:56	47085/47085	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-b7ed%22	https://nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-url.min5aed.js	(from https://nuvei.com/)
19:03:56	86885/86885	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:03:57%20GMT	https://nuvei.com/licenses-and-certification/	C:/My%20Web%20Sites/nuvei/nuvei.com/licenses-and-certification/index.html	(from https://nuvei.com/)
19:03:56	7165/7165	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-1bfd%22	https://nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.js	(from https://nuvei.com/)
19:03:56	417/417	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-1a1%22	https://nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min4c56.js	(from https://nuvei.com/)
19:03:56	9532/9532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-253c%22	https://nuvei.com/wp-includes/js/dist/i18n.min.js?ver=772b1b30d38ec9ba77ae8ae1a39b232a	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/i18n.min44c1.js	(from https://nuvei.com/)
19:03:57	72805/72805	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-11c65%22	https://nuvei.com/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.15	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/vendor/lodash.min1f28.js	(from https://nuvei.com/)
19:03:57	13811/13811	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-35f3%22	https://nuvei.com/wp-includes/js/dist/url.min.js?ver=961fb5d5da74eb34194394dfed1abce3	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/url.min84da.js	(from https://nuvei.com/)
19:03:57	6174/6174	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f0b61-181e%22	https://nuvei.com/wp-includes/js/dist/hooks.min.js?ver=fd4cfce4ee6f38b4c8fb837fa537df14	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-includes/js/dist/hooks.min4494.js	(from https://nuvei.com/)
